@RELATION fullstop

             @ATTRIBUTE three_before_numeric {TRUE, FALSE}

             @ATTRIBUTE two_before_type {fullstop, numeric, other}

             @ATTRIBUTE two_after_fullstop {TRUE, FALSE}

             @ATTRIBUTE one_after_type {lower, capital_common, np, comma, fullstop, numeric, quotes, other}

             @ATTRIBUTE one_before_type {title, abbrev, internal, quotes, time, other}

             @ATTRIBUTE one_before_contains_fullstop {TRUE, FALSE}

             @ATTRIBUTE one_before_capitals integer

             @ATTRIBUTE one_after_length integer

             @ATTRIBUTE one_before_length integer

             @ATTRIBUTE words_since_EOS integer

             @ATTRIBUTE words_until_EOS integer

             @ATTRIBUTE spaces_following integer

             @ATTRIBUTE class {EOS, NEOS}

             @DATA
FALSE,other,FALSE,other,other,FALSE,1,5,1,6,41,1,NEOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,54,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,33,94,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,10,2,88,66,1,NEOS
FALSE,other,FALSE,np,time,FALSE,1,3,7,34,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,89,42,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,19,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,57,0,0,EOS
TRUE,fullstop,FALSE,np,other,FALSE,0,3,1,23,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,365,9,2,EOS
FALSE,other,TRUE,other,other,FALSE,1,1,1,48,3,1,NEOS
FALSE,other,FALSE,other,title,FALSE,1,3,2,16,12,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,23,43,1,EOS
FALSE,other,FALSE,other,other,FALSE,1,1,6,15,13,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,4,22,43,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,128,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,14,37,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,73,76,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,4,26,193,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,4,12,21,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,2,2,49,80,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,9,23,29,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,18,114,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,36,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,7,5,60,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,5,105,212,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,2,2,71,100,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,29,101,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,4,1,65,99,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,100,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,86,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,291,50,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,10,43,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,10,6,27,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,11,3,380,35,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,6,37,58,1,EOS
FALSE,other,FALSE,other,quotes,FALSE,0,6,2,389,376,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,16,8,68,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,18,75,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,29,25,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,51,15,1,EOS
FALSE,fullstop,FALSE,other,other,FALSE,1,8,1,116,101,1,NEOS
FALSE,other,FALSE,np,other,FALSE,1,3,10,33,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,11,56,62,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,5,43,14,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,26,75,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,28,19,2,EOS
FALSE,fullstop,FALSE,np,other,FALSE,0,3,1,22,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,39,0,0,EOS
FALSE,numeric,FALSE,capital_common,other,FALSE,0,5,5,23,13,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,3,7,17,37,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,57,111,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,6,338,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,69,227,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,8,7,23,54,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,17,16,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,8,14,28,2,EOS
FALSE,numeric,FALSE,lower,other,TRUE,2,8,3,56,55,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,17,60,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,68,85,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,7,11,65,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,8,3,14,43,1,NEOS
FALSE,other,FALSE,other,other,FALSE,0,8,5,17,17,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,6,15,41,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,36,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,24,23,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,1,403,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,46,58,2,EOS
FALSE,other,FALSE,capital_common,time,FALSE,0,3,9,36,18,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,9,7,136,6,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,22,129,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,9,363,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,104,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,198,82,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,52,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,27,132,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,63,0,0,EOS
FALSE,other,FALSE,other,title,FALSE,1,9,2,137,72,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,9,78,36,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,23,32,1,EOS
FALSE,other,FALSE,other,quotes,FALSE,0,6,2,145,33,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,7,97,56,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,1,7,67,1,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,124,111,2,EOS
TRUE,other,FALSE,capital_common,other,FALSE,0,5,2,17,94,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,4,79,162,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,5,21,61,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,28,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,10,39,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,61,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,16,6,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,61,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,4,16,38,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,130,127,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,7,31,17,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,7,223,47,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,137,188,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,133,21,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,10,7,20,31,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,16,81,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,4,3,5,23,1,NEOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,27,0,0,EOS
FALSE,other,FALSE,np,other,TRUE,0,3,1,82,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,20,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,15,55,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,9,62,57,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,9,6,150,227,2,EOS
FALSE,other,FALSE,capital_common,abbrev,FALSE,0,4,2,3,29,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,21,19,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,31,125,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,40,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,10,220,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,9,52,37,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,50,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,11,23,34,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,77,64,2,EOS
TRUE,other,FALSE,capital_common,other,FALSE,1,3,1,284,71,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,4,10,46,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,82,86,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,43,0,0,EOS
FALSE,numeric,FALSE,numeric,abbrev,FALSE,1,3,4,31,20,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,11,61,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,118,280,2,EOS
FALSE,other,FALSE,np,time,FALSE,0,3,5,46,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,35,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,66,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,1,3,141,49,0,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,164,11,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,9,7,51,169,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,39,6,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,9,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,19,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,102,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,5,10,9,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,947,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,6,25,91,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,138,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,105,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,9,6,168,84,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,64,13,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,10,40,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,25,20,1,EOS
FALSE,other,FALSE,other,other,FALSE,1,5,1,5,34,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,26,17,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,222,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,42,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,8,14,15,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,7,3,37,93,1,NEOS
FALSE,other,FALSE,np,other,FALSE,1,3,6,118,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,119,88,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,7,60,2,EOS
FALSE,fullstop,FALSE,numeric,other,FALSE,1,3,1,33,65,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,52,55,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,38,38,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,2,50,0,0,EOS
TRUE,other,FALSE,numeric,abbrev,FALSE,0,1,2,21,169,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,37,21,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,3,654,293,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,10,26,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,34,8,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,41,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,8,75,25,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,17,19,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,4,55,10,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,5,130,58,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,10,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,5,36,48,2,EOS
FALSE,fullstop,FALSE,other,other,FALSE,1,12,1,35,65,3,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,19,11,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,37,0,0,EOS
FALSE,other,FALSE,fullstop,abbrev,FALSE,1,1,3,25,0,0,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,112,71,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,40,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,6,59,2,EOS
FALSE,other,FALSE,other,abbrev,FALSE,0,4,2,3,17,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,4,8,17,8,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,25,87,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,30,7,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,56,161,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,65,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,7,22,6,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,4,36,10,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,43,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,38,26,1,EOS
FALSE,other,FALSE,numeric,abbrev,FALSE,1,1,3,21,4,1,NEOS
FALSE,other,FALSE,other,other,TRUE,2,6,3,9,117,2,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,32,79,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,126,105,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,12,13,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,25,194,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,36,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,20,176,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,44,179,1,EOS
FALSE,other,FALSE,other,other,FALSE,1,6,1,15,130,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,56,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,67,21,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,46,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,2,3,12,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,62,31,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,27,25,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,93,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,10,25,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,25,0,0,EOS
FALSE,other,FALSE,other,title,FALSE,1,9,3,42,71,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,1,5,3,146,472,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,6,13,252,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,9,194,365,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,103,19,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,19,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,12,90,64,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,6,31,64,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,3,90,23,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,58,30,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,58,316,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,5,13,0,0,EOS
FALSE,other,FALSE,other,abbrev,FALSE,1,1,3,448,193,0,NEOS
FALSE,fullstop,FALSE,comma,other,FALSE,1,1,1,55,55,0,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,92,97,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,5,60,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,52,0,0,EOS
TRUE,other,FALSE,np,other,TRUE,0,3,1,30,0,0,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,1,2,347,29,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,23,83,3,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,11,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,16,71,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,8,79,29,1,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,4,2,47,22,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,58,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,117,172,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,4,4,39,81,2,EOS
FALSE,other,FALSE,np,abbrev,FALSE,0,3,2,42,0,0,EOS
FALSE,other,TRUE,other,other,FALSE,0,3,8,47,51,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,8,2,76,57,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,108,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,8,344,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,24,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,14,42,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,67,0,0,EOS
FALSE,other,FALSE,quotes,other,FALSE,1,2,5,56,35,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,9,5,10,40,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,9,107,17,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,4,3,41,41,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,138,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,29,9,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,7,82,127,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,22,35,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,12,27,20,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,46,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,4,33,13,2,EOS
FALSE,other,FALSE,other,abbrev,FALSE,1,1,4,312,162,0,NEOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,3,2,32,78,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,21,81,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,73,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,128,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,6,149,50,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,54,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,12,33,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,37,70,2,EOS
FALSE,fullstop,TRUE,numeric,title,FALSE,1,1,3,181,152,2,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,73,0,0,EOS
FALSE,other,FALSE,capital_common,time,FALSE,0,5,5,4,5,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,2,77,110,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,47,10,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,30,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,12,8,37,16,2,EOS
FALSE,other,FALSE,lower,other,FALSE,1,6,1,39,81,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,47,39,2,EOS
FALSE,other,FALSE,lower,title,FALSE,1,3,2,1,30,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,165,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,12,75,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,465,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,50,354,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,3,0,0,EOS
FALSE,other,FALSE,other,title,FALSE,1,10,2,69,168,2,NEOS
FALSE,other,FALSE,other,quotes,FALSE,0,6,2,39,47,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,10,5,34,146,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,12,4,231,125,1,EOS
FALSE,other,TRUE,other,other,FALSE,1,1,1,57,127,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,64,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,83,26,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,11,64,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,94,24,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,47,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,12,6,218,209,1,EOS
FALSE,other,FALSE,comma,abbrev,FALSE,1,1,2,10,13,0,NEOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,36,0,0,EOS
FALSE,other,FALSE,lower,other,TRUE,2,8,3,86,33,1,NEOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,65,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,62,74,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,91,110,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,44,81,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,9,28,36,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,17,115,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,6,8,83,4,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,1,280,49,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,10,4,65,83,2,EOS
TRUE,other,FALSE,other,other,FALSE,0,7,4,99,61,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,64,0,0,EOS
FALSE,other,FALSE,capital_common,abbrev,FALSE,0,2,2,5,7,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,4,63,63,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,81,51,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,7,32,99,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,5,4,45,21,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,328,134,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,40,73,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,140,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,78,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,27,16,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,9,76,219,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,33,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,49,112,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,13,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,32,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,62,37,2,EOS
FALSE,other,TRUE,other,other,FALSE,1,1,1,114,6,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,59,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,53,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,2,40,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,2,119,11,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,7,82,45,1,EOS
FALSE,other,FALSE,fullstop,abbrev,FALSE,0,1,3,89,0,0,NEOS
FALSE,other,FALSE,other,other,FALSE,0,6,3,14,47,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,3,3,52,16,2,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,2,71,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,9,113,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,142,93,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,120,27,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,10,21,63,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,75,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,3,13,35,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,21,99,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,13,57,0,0,EOS
FALSE,other,FALSE,comma,abbrev,FALSE,1,1,2,24,15,0,NEOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,64,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,29,14,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,55,126,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,39,18,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,6,37,6,3,EOS
FALSE,fullstop,FALSE,other,title,FALSE,1,6,2,63,113,1,NEOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,15,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,15,30,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,6,2,17,33,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,2,7,13,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,1,6,78,1,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,24,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,260,14,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,119,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,94,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,7,92,176,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,13,0,0,EOS
