@RELATION fullstop

             @ATTRIBUTE three_before_numeric {TRUE, FALSE}

             @ATTRIBUTE two_before_type {fullstop, numeric, other}

             @ATTRIBUTE two_after_fullstop {TRUE, FALSE}

             @ATTRIBUTE one_after_type {lower, capital_common, np, comma, fullstop, numeric, quotes, other}

             @ATTRIBUTE one_before_type {title, abbrev, internal, quotes, time, other}

             @ATTRIBUTE one_before_contains_fullstop {TRUE, FALSE}

             @ATTRIBUTE one_before_capitals integer

             @ATTRIBUTE one_after_length integer

             @ATTRIBUTE one_before_length integer

             @ATTRIBUTE words_since_EOS integer

             @ATTRIBUTE words_until_EOS integer

             @ATTRIBUTE spaces_following integer

             @ATTRIBUTE class {EOS, NEOS}

             @DATA
FALSE,other,FALSE,other,other,FALSE,0,8,5,69,178,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,114,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,54,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,3,9,48,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,49,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,25,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,18,75,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,80,47,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,52,190,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,9,17,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,117,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,6,232,44,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,4,19,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,28,6,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,284,114,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,8,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,9,99,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,52,26,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,7,51,226,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,39,26,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,58,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,11,3,41,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,18,136,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,9,8,78,63,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,67,399,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,130,56,2,EOS
FALSE,other,FALSE,other,quotes,FALSE,0,2,2,17,14,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,52,17,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,44,43,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,148,83,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,9,44,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,22,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,4,29,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,11,94,61,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,6,102,7,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,4,7,21,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,77,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,24,9,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,26,33,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,4,74,26,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,20,64,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,6,44,31,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,5,13,3,4,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,164,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,2,19,191,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,31,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,8,18,18,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,88,207,2,EOS
FALSE,numeric,FALSE,capital_common,other,FALSE,0,4,6,10,25,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,5,59,6,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,4,53,94,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,10,140,70,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,2,117,65,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,37,15,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,106,10,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,5,15,50,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,160,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,5,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,5,26,67,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,17,132,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,2,2,55,21,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,40,158,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,32,55,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,57,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,9,7,72,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,68,14,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,15,12,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,88,11,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,69,21,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,9,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,3,0,0,EOS
FALSE,numeric,FALSE,lower,abbrev,FALSE,0,8,2,51,78,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,157,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,178,122,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,49,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,138,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,34,38,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,196,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,70,42,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,56,0,0,EOS
FALSE,other,TRUE,other,title,FALSE,1,1,2,8,98,2,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,12,31,118,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,176,27,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,7,26,75,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,31,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,7,21,116,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,3,8,49,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,11,117,120,2,EOS
FALSE,other,TRUE,lower,other,TRUE,3,8,5,17,24,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,8,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,44,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,19,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,19,71,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,138,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,11,50,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,253,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,7,77,9,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,225,0,0,EOS
FALSE,numeric,FALSE,capital_common,other,FALSE,0,3,7,160,52,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,2,48,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,4,13,142,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,10,15,25,1,EOS
FALSE,other,FALSE,numeric,abbrev,FALSE,1,2,3,10,11,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,35,10,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,7,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,171,82,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,16,175,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,179,87,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,44,18,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,18,30,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,11,18,16,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,78,161,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,12,29,16,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,5,14,223,251,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,3,16,15,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,1,9,93,76,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,22,187,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,249,13,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,89,162,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,34,0,0,EOS
FALSE,fullstop,FALSE,capital_common,other,FALSE,0,3,1,24,91,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,50,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,32,29,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,51,78,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,75,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,60,487,1,EOS
FALSE,other,FALSE,other,title,FALSE,1,10,2,8,51,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,6,84,67,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,3,40,52,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,13,228,140,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,11,25,41,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,9,14,15,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,4,9,20,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,60,10,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,8,4,21,18,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,122,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,16,70,2,EOS
FALSE,fullstop,FALSE,other,other,TRUE,2,6,3,12,5,1,NEOS
FALSE,numeric,FALSE,capital_common,abbrev,FALSE,0,5,2,30,80,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,15,27,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,16,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,8,1,30,47,1,NEOS
FALSE,other,FALSE,other,other,FALSE,0,9,6,53,50,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,19,25,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,6,45,16,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,10,43,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,7,1,1,77,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,13,67,16,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,128,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,27,29,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,45,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,16,35,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,81,68,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,1,29,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,20,100,1,EOS
FALSE,other,FALSE,other,other,FALSE,1,2,3,9,5,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,43,106,3,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,3,14,16,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,6,23,42,2,EOS
FALSE,other,FALSE,other,title,FALSE,1,5,3,11,17,2,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,19,45,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,87,131,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,10,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,18,384,2,EOS
FALSE,fullstop,FALSE,lower,other,FALSE,1,7,1,24,17,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,126,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,38,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,1,61,47,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,40,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,38,49,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,92,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,13,157,45,1,EOS
FALSE,other,TRUE,other,other,FALSE,0,7,8,83,1,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,10,119,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,6,5,8,6,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,93,138,2,EOS
FALSE,other,FALSE,other,time,FALSE,1,1,4,61,5,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,11,95,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,28,37,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,135,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,7,16,54,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,69,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,39,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,100,228,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,31,48,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,52,70,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,7,197,236,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,88,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,8,5,33,165,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,5,49,71,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,4,1,7,57,1,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,23,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,87,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,3,10,12,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,4,4,28,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,2,31,35,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,4,96,69,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,9,31,42,1,EOS
FALSE,fullstop,FALSE,lower,other,FALSE,1,4,1,64,167,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,6,49,21,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,23,66,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,6,6,61,90,2,EOS
FALSE,fullstop,FALSE,other,title,FALSE,1,7,2,72,35,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,44,84,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,4,10,11,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,38,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,12,47,140,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,20,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,35,8,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,2,25,20,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,6,51,194,1,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,7,20,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,10,58,94,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,47,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,1,34,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,11,55,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,93,56,2,EOS
FALSE,other,FALSE,np,other,FALSE,1,3,9,2,0,0,EOS
FALSE,numeric,FALSE,np,other,FALSE,0,3,5,48,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,63,0,0,EOS
FALSE,other,FALSE,other,other,TRUE,2,8,3,32,166,2,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,146,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,10,51,82,2,EOS
FALSE,other,FALSE,other,quotes,FALSE,0,4,2,149,96,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,44,0,0,EOS
FALSE,fullstop,FALSE,other,other,FALSE,1,6,1,225,30,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,8,9,198,43,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,6,39,49,2,EOS
FALSE,other,FALSE,numeric,abbrev,FALSE,1,2,2,15,23,2,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,57,39,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,28,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,44,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,3,18,34,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,38,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,25,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,18,6,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,17,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,5,38,15,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,7,63,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,4,22,57,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,18,28,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,5,7,64,145,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,5,62,18,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,8,51,84,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,13,6,28,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,10,27,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,27,81,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,2,10,15,207,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,16,23,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,6,25,84,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,38,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,3,35,0,0,EOS
FALSE,other,FALSE,other,title,FALSE,1,6,2,5,127,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,7,21,52,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,4,30,2,EOS
FALSE,other,FALSE,other,other,FALSE,1,6,6,20,37,2,EOS
FALSE,other,FALSE,lower,other,TRUE,2,4,3,9,14,2,NEOS
FALSE,other,FALSE,other,other,FALSE,0,5,8,184,16,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,4,49,80,2,EOS
FALSE,other,TRUE,other,other,FALSE,1,1,1,28,9,1,NEOS
FALSE,other,FALSE,other,other,FALSE,0,5,7,30,30,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,10,149,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,8,98,112,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,9,34,14,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,182,0,0,EOS
FALSE,other,TRUE,lower,other,FALSE,0,1,1,20,32,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,7,83,251,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,51,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,12,48,12,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,9,5,29,64,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,3,8,53,56,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,5,45,87,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,67,0,0,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,3,2,4,9,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,41,0,0,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,3,2,58,12,2,EOS
FALSE,other,FALSE,lower,other,TRUE,2,2,3,73,96,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,7,136,39,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,28,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,1,9,355,1,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,7,9,23,89,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,66,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,46,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,8,164,24,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,9,42,54,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,9,5,126,71,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,3,47,90,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,6,16,6,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,3,6,10,1,EOS
FALSE,fullstop,FALSE,np,other,FALSE,0,3,1,100,0,0,EOS
FALSE,other,FALSE,np,abbrev,FALSE,0,3,2,21,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,7,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,1,2,10,55,89,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,8,88,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,32,79,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,5,112,52,2,EOS
FALSE,other,FALSE,capital_common,other,TRUE,0,3,1,37,25,2,EOS
FALSE,other,FALSE,capital_common,quotes,FALSE,0,4,2,51,35,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,38,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,110,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,9,25,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,20,53,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,22,41,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,13,24,4,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,3,65,7,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,188,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,6,186,0,0,EOS
FALSE,numeric,FALSE,other,other,FALSE,0,6,4,18,40,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,43,207,1,EOS
FALSE,other,FALSE,other,other,FALSE,1,10,10,244,79,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,12,0,0,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,39,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,3,7,44,296,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,7,30,22,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,5,21,4,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,7,4,79,33,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,41,158,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,4,37,55,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,4,3,70,53,2,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,9,0,0,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,5,50,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,8,45,63,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,1,4,5,45,142,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,5,124,30,1,EOS
FALSE,other,FALSE,np,quotes,FALSE,0,3,2,19,0,0,EOS
FALSE,other,FALSE,other,other,FALSE,0,1,7,68,5,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,11,5,132,77,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,20,108,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,6,54,99,2,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,31,0,0,EOS
FALSE,numeric,FALSE,other,other,FALSE,0,1,5,29,2,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,6,67,5,1,EOS
FALSE,other,FALSE,np,other,FALSE,0,3,4,32,0,0,EOS
FALSE,other,FALSE,other,title,FALSE,1,6,2,43,5,1,NEOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,10,16,18,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,2,3,20,14,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,1,11,13,30,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,3,16,14,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,45,124,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,4,44,80,2,EOS
FALSE,other,FALSE,other,quotes,FALSE,0,7,2,60,23,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,335,105,2,EOS
FALSE,other,FALSE,other,other,FALSE,0,6,7,6,7,1,EOS
FALSE,other,TRUE,other,title,FALSE,1,7,2,14,12,2,NEOS
FALSE,other,FALSE,np,other,FALSE,0,3,2,92,0,0,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,8,19,186,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,3,5,119,27,1,EOS
FALSE,other,FALSE,other,other,FALSE,0,4,4,20,20,2,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,2,6,25,14,1,EOS
FALSE,other,FALSE,capital_common,other,FALSE,0,5,5,22,40,2,EOS
