@RELATION fullstop

             @ATTRIBUTE length integer 

             @ATTRIBUTE dist_BOS integer 

             @ATTRIBUTE init_spaces integer 

             @ATTRIBUTE init_tabs integer 

             @ATTRIBUTE class {NNHEAD, QUOTED, SIG, TABLE, GRAPHIC, HEADL, ADDRESS, ITEM, PTEXT}

             @DATA
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
54,105,0,0,TABLE
56,117,0,0,NNHEAD
31,117,0,0,NNHEAD
28,117,0,0,NNHEAD
52,117,0,0,NNHEAD
28,117,0,0,NNHEAD
31,117,0,0,NNHEAD
30,117,0,0,NNHEAD
40,117,0,0,NNHEAD
8,117,0,0,NNHEAD
19,117,0,0,NNHEAD
42,117,0,0,NNHEAD
37,117,0,0,NNHEAD
66,119,0,0,PTEXT
67,119,0,0,PTEXT
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
52,12,0,0,NNHEAD
28,12,0,0,NNHEAD
50,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
9,12,0,0,NNHEAD
19,12,0,0,NNHEAD
42,12,0,0,NNHEAD
37,12,0,0,NNHEAD
63,19,0,0,PTEXT
63,19,0,0,PTEXT
66,19,0,0,PTEXT
69,19,0,0,PTEXT
63,19,0,0,PTEXT
72,19,0,0,PTEXT
17,19,0,0,PTEXT
56,31,0,0,NNHEAD
31,31,0,0,NNHEAD
28,31,0,0,NNHEAD
52,31,0,0,NNHEAD
28,31,0,0,NNHEAD
16,31,0,0,NNHEAD
30,31,0,0,NNHEAD
40,31,0,0,NNHEAD
8,31,0,0,NNHEAD
19,31,0,0,NNHEAD
42,31,0,0,NNHEAD
37,31,0,0,NNHEAD
73,32,0,0,PTEXT
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
52,12,0,0,NNHEAD
28,12,0,0,NNHEAD
36,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
10,12,0,0,NNHEAD
19,12,0,0,NNHEAD
42,12,0,0,NNHEAD
37,12,0,0,NNHEAD
42,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
45,147,0,0,TABLE
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
52,12,0,0,NNHEAD
28,12,0,0,NNHEAD
37,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
8,12,0,0,NNHEAD
19,12,0,0,NNHEAD
41,12,0,0,NNHEAD
37,12,0,0,NNHEAD
65,15,0,0,PTEXT
65,15,0,0,PTEXT
32,15,0,0,PTEXT
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
52,12,0,0,NNHEAD
28,12,0,0,NNHEAD
29,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
8,12,0,0,NNHEAD
19,12,0,0,NNHEAD
42,12,0,0,NNHEAD
37,12,0,0,NNHEAD
69,15,0,0,PTEXT
68,15,0,0,PTEXT
48,15,0,0,PTEXT
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
52,12,0,0,NNHEAD
28,12,0,0,NNHEAD
41,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
8,12,0,0,NNHEAD
19,12,0,0,NNHEAD
42,12,0,0,NNHEAD
37,12,0,0,NNHEAD
69,14,0,0,PTEXT
57,14,0,0,PTEXT
56,26,0,0,NNHEAD
31,26,0,0,NNHEAD
28,26,0,0,NNHEAD
52,26,0,0,NNHEAD
28,26,0,0,NNHEAD
56,26,0,0,NNHEAD
30,26,0,0,NNHEAD
40,26,0,0,NNHEAD
8,26,0,0,NNHEAD
19,26,0,0,NNHEAD
41,26,0,0,NNHEAD
37,26,0,0,NNHEAD
68,32,0,0,PTEXT
61,32,0,0,PTEXT
63,32,0,0,PTEXT
70,32,0,0,PTEXT
69,32,0,0,PTEXT
46,32,0,0,PTEXT
81,12,0,0,NNHEAD
31,12,0,0,NNHEAD
53,12,0,0,NNHEAD
54,12,0,0,NNHEAD
28,12,0,0,NNHEAD
27,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
8,12,0,0,NNHEAD
42,12,0,0,NNHEAD
39,12,0,0,NNHEAD
44,12,0,0,NNHEAD
27,2,0,0,HEADL
29,2,0,0,HEADL
10,1,0,0,HEADL
10,18,3,0,GRAPHIC
11,18,3,0,GRAPHIC
11,18,3,0,GRAPHIC
10,18,3,0,GRAPHIC
12,18,3,0,GRAPHIC
11,18,3,0,GRAPHIC
11,18,3,0,GRAPHIC
10,18,3,0,GRAPHIC
14,18,3,0,GRAPHIC
11,18,3,0,GRAPHIC
16,18,3,0,GRAPHIC
16,18,3,0,GRAPHIC
26,18,3,0,GRAPHIC
31,18,3,0,GRAPHIC
24,18,3,0,GRAPHIC
35,18,3,0,GRAPHIC
20,18,2,0,GRAPHIC
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
22,112,0,0,TABLE
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
48,12,0,0,NNHEAD
28,12,0,0,NNHEAD
15,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
9,12,0,0,NNHEAD
19,12,0,0,NNHEAD
42,12,0,0,NNHEAD
37,12,0,0,NNHEAD
63,14,0,1,PTEXT
61,14,3,0,PTEXT
48,15,8,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
48,15,0,0,TABLE
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
48,12,0,0,NNHEAD
28,12,0,0,NNHEAD
21,12,0,0,NNHEAD
30,12,0,0,NNHEAD
40,12,0,0,NNHEAD
9,12,0,0,NNHEAD
19,12,0,0,NNHEAD
41,12,0,0,NNHEAD
37,12,0,0,NNHEAD
57,4,0,1,PTEXT
64,4,3,0,PTEXT
68,4,3,0,PTEXT
44,4,3,0,PTEXT
9,5,0,2,PTEXT
61,2,7,0,TABLE
61,2,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
61,17,0,0,TABLE
56,12,0,0,NNHEAD
31,12,0,0,NNHEAD
28,12,0,0,NNHEAD
48,12,0,0,NNHEAD
28,12,0,0,NNHEAD
34,12,0,0,NNHEAD
29,12,0,0,NNHEAD
40,12,0,0,NNHEAD
9,12,0,0,NNHEAD
19,12,0,0,NNHEAD
42,12,0,0,NNHEAD
37,12,0,0,NNHEAD
62,2,0,1,PTEXT
29,2,3,0,PTEXT
83,4,0,0,TABLE
78,4,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
79,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
78,19,0,0,TABLE
93,13,0,0,NNHEAD
42,13,0,0,NNHEAD
65,13,0,0,NNHEAD
37,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
49,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
53,13,0,0,NNHEAD
32,13,0,0,NNHEAD
42,14,0,0,QUOTED
68,21,0,0,QUOTED
68,21,0,0,QUOTED
65,21,0,0,QUOTED
67,21,0,0,QUOTED
66,21,0,0,QUOTED
69,21,0,0,QUOTED
37,21,0,0,QUOTED
74,23,0,0,PTEXT
10,23,0,0,PTEXT
62,25,0,0,PTEXT
70,25,0,0,PTEXT
69,26,0,0,QUOTED
65,27,0,0,PTEXT
70,35,0,0,QUOTED
67,35,0,0,QUOTED
67,35,0,0,QUOTED
70,35,0,0,QUOTED
68,35,0,0,QUOTED
69,35,0,0,QUOTED
70,35,0,0,QUOTED
51,35,0,0,QUOTED
71,36,0,0,PTEXT
67,38,0,0,QUOTED
16,38,0,0,QUOTED
71,41,0,0,PTEXT
68,41,0,0,PTEXT
39,41,0,0,PTEXT
2,45,0,0,SIG
49,45,9,0,SIG
49,45,9,0,SIG
49,45,9,0,SIG
270,13,0,0,NNHEAD
42,13,0,0,NNHEAD
242,13,0,0,NNHEAD
41,13,0,0,NNHEAD
39,13,0,0,NNHEAD
34,13,0,0,NNHEAD
30,13,0,0,NNHEAD
60,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,16,0,0,QUOTED
50,16,0,0,QUOTED
65,16,0,0,QUOTED
70,18,0,0,PTEXT
56,18,0,0,PTEXT
29,19,0,0,QUOTED
71,29,0,0,PTEXT
72,29,0,0,PTEXT
70,29,0,0,PTEXT
70,29,0,0,PTEXT
70,29,0,0,PTEXT
68,29,0,0,PTEXT
69,29,0,0,PTEXT
68,29,0,0,PTEXT
70,29,0,0,PTEXT
65,29,0,0,PTEXT
64,31,0,0,QUOTED
37,31,0,0,QUOTED
69,34,0,0,PTEXT
67,34,0,0,PTEXT
68,34,0,0,PTEXT
64,38,0,0,PTEXT
69,38,0,0,PTEXT
67,38,0,0,PTEXT
49,38,0,0,PTEXT
68,40,0,0,QUOTED
54,40,0,0,QUOTED
68,45,0,0,PTEXT
69,45,0,0,PTEXT
68,45,0,0,PTEXT
69,45,0,0,PTEXT
37,45,0,0,PTEXT
34,51,4,0,TABLE
37,51,4,0,TABLE
29,51,4,0,TABLE
23,51,4,0,TABLE
24,51,4,0,TABLE
34,51,4,0,TABLE
67,53,0,0,PTEXT
69,53,0,0,PTEXT
3,58,0,0,SIG
33,58,0,0,SIG
43,58,0,0,SIG
53,58,0,2,SIG
68,58,1,0,SIG
87,13,0,0,NNHEAD
42,13,0,0,NNHEAD
87,13,0,0,NNHEAD
50,13,0,0,NNHEAD
39,13,0,0,NNHEAD
25,13,0,0,NNHEAD
32,13,0,0,NNHEAD
48,13,0,0,NNHEAD
9,13,0,0,NNHEAD
58,13,0,0,NNHEAD
47,13,0,0,NNHEAD
36,13,0,0,NNHEAD
41,13,0,0,NNHEAD
69,15,0,0,PTEXT
49,15,0,0,PTEXT
71,19,0,0,PTEXT
70,19,0,0,PTEXT
69,19,0,0,PTEXT
60,19,0,0,PTEXT
64,1,0,0,PTEXT
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
43,31,0,0,TABLE
259,13,0,0,NNHEAD
42,13,0,0,NNHEAD
231,13,0,0,NNHEAD
47,13,0,0,NNHEAD
39,13,0,0,NNHEAD
33,13,0,0,NNHEAD
37,13,0,0,NNHEAD
51,13,0,0,NNHEAD
9,13,0,0,NNHEAD
29,13,0,0,NNHEAD
64,13,0,0,NNHEAD
53,13,0,0,NNHEAD
40,13,0,0,NNHEAD
62,14,0,0,QUOTED
65,18,0,0,QUOTED
63,18,0,0,QUOTED
65,18,0,0,QUOTED
27,18,0,0,QUOTED
72,23,0,0,PTEXT
71,23,0,0,PTEXT
73,23,0,0,PTEXT
69,23,0,0,PTEXT
50,23,0,0,PTEXT
69,27,0,0,PTEXT
71,27,0,0,PTEXT
74,27,0,0,PTEXT
43,27,0,0,PTEXT
73,30,0,0,PTEXT
68,30,0,0,PTEXT
43,30,0,0,PTEXT
67,37,0,0,PTEXT
74,37,0,0,PTEXT
74,37,0,0,PTEXT
74,37,0,0,PTEXT
69,37,0,0,PTEXT
73,37,0,0,PTEXT
30,37,0,0,PTEXT
73,40,0,0,PTEXT
71,40,0,0,PTEXT
34,40,0,0,PTEXT
3,41,0,0,SIG
151,13,0,0,NNHEAD
42,13,0,0,NNHEAD
123,13,0,0,NNHEAD
38,13,0,0,NNHEAD
39,13,0,0,NNHEAD
23,13,0,0,NNHEAD
30,13,0,0,NNHEAD
72,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
35,13,0,0,NNHEAD
32,13,0,0,NNHEAD
68,19,0,0,PTEXT
65,19,0,0,PTEXT
73,19,0,0,PTEXT
68,19,0,0,PTEXT
72,19,0,0,PTEXT
43,19,0,0,PTEXT
69,23,0,0,ITEM
69,23,3,0,ITEM
73,23,3,0,ITEM
58,23,3,0,ITEM
73,27,0,0,ITEM
74,27,3,0,ITEM
69,27,3,0,ITEM
73,27,3,0,ITEM
72,31,0,0,ITEM
65,31,3,0,ITEM
74,31,3,0,ITEM
34,31,3,0,ITEM
70,36,0,0,ITEM
70,36,0,0,ITEM
71,36,0,0,ITEM
73,36,0,0,ITEM
54,36,0,0,ITEM
58,37,0,0,PTEXT
7,39,0,0,PTEXT
38,39,0,0,PTEXT
190,13,0,0,NNHEAD
42,13,0,0,NNHEAD
162,13,0,0,NNHEAD
38,13,0,0,NNHEAD
39,13,0,0,NNHEAD
52,13,0,0,NNHEAD
30,13,0,0,NNHEAD
62,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
174,13,0,0,NNHEAD
32,13,0,0,NNHEAD
73,16,0,0,QUOTED
73,16,0,0,QUOTED
26,16,0,0,QUOTED
72,20,0,0,PTEXT
65,20,0,0,PTEXT
73,20,0,0,PTEXT
60,20,0,0,PTEXT
6,21,0,0,PTEXT
190,13,0,0,NNHEAD
42,13,0,0,NNHEAD
162,13,0,0,NNHEAD
42,13,0,0,NNHEAD
39,13,0,0,NNHEAD
27,13,0,0,NNHEAD
30,13,0,0,NNHEAD
49,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
73,19,0,0,QUOTED
1,19,0,0,QUOTED
70,19,0,0,QUOTED
70,19,0,0,QUOTED
74,19,0,0,QUOTED
59,19,0,0,QUOTED
74,24,0,0,PTEXT
66,24,0,0,PTEXT
72,24,0,0,PTEXT
71,24,0,0,PTEXT
24,24,0,0,PTEXT
1,29,0,0,QUOTED
74,29,0,0,QUOTED
75,29,0,0,QUOTED
70,29,0,0,QUOTED
74,29,0,0,QUOTED
71,32,0,0,PTEXT
74,32,0,0,PTEXT
47,32,0,0,PTEXT
1,37,0,0,QUOTED
73,37,0,0,QUOTED
66,37,0,0,QUOTED
75,37,0,0,QUOTED
35,37,0,0,QUOTED
71,42,0,0,PTEXT
72,42,0,0,PTEXT
70,42,0,0,PTEXT
67,42,0,0,PTEXT
10,42,0,0,PTEXT
1,49,0,0,QUOTED
71,49,0,0,QUOTED
71,49,0,0,QUOTED
72,49,0,0,QUOTED
74,49,0,0,QUOTED
55,49,0,0,QUOTED
1,49,0,0,QUOTED
62,50,0,0,PTEXT
3,54,0,0,SIG
49,54,9,0,SIG
49,54,9,0,SIG
49,54,9,0,SIG
166,13,0,0,NNHEAD
42,13,0,0,NNHEAD
138,13,0,0,NNHEAD
42,13,0,0,NNHEAD
39,13,0,0,NNHEAD
38,13,0,0,NNHEAD
30,13,0,0,NNHEAD
72,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
84,13,0,0,NNHEAD
32,13,0,0,NNHEAD
53,20,0,0,QUOTED
72,20,0,0,QUOTED
74,20,0,0,QUOTED
66,20,0,0,QUOTED
73,20,0,0,QUOTED
74,20,0,0,QUOTED
64,20,0,0,QUOTED
67,24,0,0,QUOTED
69,24,0,0,QUOTED
68,24,0,0,QUOTED
69,24,0,0,QUOTED
72,30,0,0,PTEXT
71,30,0,0,PTEXT
70,30,0,0,PTEXT
73,30,0,0,PTEXT
68,30,0,0,PTEXT
13,30,0,0,PTEXT
72,38,0,0,PTEXT
73,38,0,0,PTEXT
74,38,0,0,PTEXT
74,38,0,0,PTEXT
74,38,0,0,PTEXT
68,38,0,0,PTEXT
72,38,0,0,PTEXT
71,38,0,0,PTEXT
70,41,0,0,QUOTED
68,41,0,0,QUOTED
56,41,0,0,QUOTED
10,43,0,0,QUOTED
5,43,0,0,QUOTED
72,49,0,0,PTEXT
74,49,0,0,PTEXT
73,49,0,0,PTEXT
74,49,0,0,PTEXT
69,49,0,0,PTEXT
26,49,0,0,PTEXT
72,56,0,0,PTEXT
70,56,0,0,PTEXT
67,56,0,0,PTEXT
73,56,0,0,PTEXT
68,56,0,0,PTEXT
74,56,0,0,PTEXT
31,56,0,0,PTEXT
10,58,0,0,PTEXT
67,58,0,0,PTEXT
3,1,0,0,SIG
52,5,0,0,SIG
52,5,0,0,SIG
37,5,1,0,SIG
52,5,0,0,SIG
190,13,0,0,NNHEAD
42,13,0,0,NNHEAD
162,13,0,0,NNHEAD
41,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
60,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
53,13,0,0,NNHEAD
32,13,0,0,NNHEAD
78,17,0,0,QUOTED
67,17,0,0,QUOTED
69,17,0,0,QUOTED
45,17,0,0,QUOTED
70,22,0,0,PTEXT
69,22,0,0,PTEXT
70,22,0,0,PTEXT
67,22,0,0,PTEXT
45,22,0,0,PTEXT
70,27,0,0,PTEXT
68,27,0,0,PTEXT
66,27,0,0,PTEXT
67,27,0,0,PTEXT
18,27,0,0,PTEXT
3,32,0,0,SIG
33,32,0,0,SIG
43,32,0,0,SIG
53,32,0,2,SIG
68,32,1,0,SIG
204,13,0,0,NNHEAD
42,13,0,0,NNHEAD
176,13,0,0,NNHEAD
41,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
60,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
74,13,0,0,NNHEAD
32,13,0,0,NNHEAD
71,17,0,0,QUOTED
43,17,0,0,QUOTED
75,17,0,0,QUOTED
11,17,0,0,QUOTED
18,18,0,0,PTEXT
63,20,0,0,QUOTED
71,20,0,0,QUOTED
47,21,0,0,PTEXT
66,22,0,0,QUOTED
69,24,0,0,PTEXT
31,24,0,0,PTEXT
72,25,0,0,QUOTED
68,33,0,0,PTEXT
68,33,0,0,PTEXT
66,33,0,0,PTEXT
64,33,0,0,PTEXT
68,33,0,0,PTEXT
68,33,0,0,PTEXT
68,33,0,0,PTEXT
55,33,0,0,PTEXT
69,37,0,0,PTEXT
67,37,0,0,PTEXT
69,37,0,0,PTEXT
60,37,0,0,PTEXT
3,42,0,0,SIG
33,42,0,0,SIG
43,42,0,0,SIG
53,42,0,2,SIG
68,42,1,0,SIG
176,14,0,0,NNHEAD
42,14,0,0,NNHEAD
148,14,0,0,NNHEAD
38,14,0,0,NNHEAD
39,14,0,0,NNHEAD
43,14,0,0,NNHEAD
30,14,0,0,NNHEAD
48,14,0,0,NNHEAD
9,14,0,0,NNHEAD
23,14,0,0,NNHEAD
32,14,0,0,NNHEAD
32,14,0,0,NNHEAD
40,14,0,0,NNHEAD
32,14,0,0,NNHEAD
33,20,0,0,QUOTED
70,20,0,0,QUOTED
71,20,0,0,QUOTED
73,20,0,0,QUOTED
69,20,0,0,QUOTED
76,20,0,0,QUOTED
71,28,0,0,PTEXT
