@RELATION fullstop

             @ATTRIBUTE length integer 

             @ATTRIBUTE dist_BOS integer 

             @ATTRIBUTE init_spaces integer 

             @ATTRIBUTE init_tabs integer 

             @ATTRIBUTE class {NNHEAD, QUOTED, SIG, TABLE, GRAPHIC, HEADL, ADDRESS, ITEM, PTEXT}

             @DATA
74,28,0,0,PTEXT
73,28,0,0,PTEXT
69,28,0,0,PTEXT
74,28,0,0,PTEXT
68,28,0,0,PTEXT
65,28,0,0,PTEXT
67,28,0,0,PTEXT
66,31,0,0,PTEXT
71,31,0,0,PTEXT
69,31,0,0,PTEXT
69,33,0,0,PTEXT
45,33,0,0,PTEXT
72,36,0,0,PTEXT
65,36,0,0,PTEXT
69,36,0,0,PTEXT
7,43,0,0,SIG
2,43,0,0,SIG
65,43,0,0,SIG
40,43,0,0,SIG
56,43,0,0,SIG
55,43,0,0,SIG
20,43,0,0,SIG
50,45,0,0,PTEXT
65,45,0,0,PTEXT
187,15,0,0,NNHEAD
42,15,0,0,NNHEAD
159,15,0,0,NNHEAD
50,15,0,0,NNHEAD
39,15,0,0,NNHEAD
35,15,0,0,NNHEAD
32,15,0,0,NNHEAD
48,15,0,0,NNHEAD
9,15,0,0,NNHEAD
36,15,0,0,NNHEAD
47,15,0,0,NNHEAD
32,15,0,0,NNHEAD
36,15,0,0,NNHEAD
41,15,0,0,NNHEAD
13,15,0,0,NNHEAD
32,20,0,0,QUOTED
48,20,0,0,QUOTED
72,20,0,0,QUOTED
79,20,0,0,QUOTED
73,20,0,0,QUOTED
71,25,0,0,PTEXT
66,25,0,0,PTEXT
66,25,0,0,PTEXT
66,25,0,0,PTEXT
49,25,0,0,PTEXT
68,28,0,0,PTEXT
70,28,0,0,PTEXT
36,28,0,0,PTEXT
77,34,0,0,QUOTED
72,34,0,0,QUOTED
76,34,0,0,QUOTED
76,34,0,0,QUOTED
77,34,0,0,QUOTED
10,34,0,0,QUOTED
71,36,0,0,PTEXT
51,36,0,0,PTEXT
78,44,0,0,QUOTED
79,44,0,0,QUOTED
76,44,0,0,QUOTED
77,44,0,0,QUOTED
74,44,0,0,QUOTED
79,44,0,0,QUOTED
79,44,0,0,QUOTED
59,44,0,0,QUOTED
77,45,0,0,PTEXT
74,50,0,0,QUOTED
76,50,0,0,QUOTED
79,50,0,0,QUOTED
75,50,0,0,QUOTED
78,50,0,0,QUOTED
69,56,0,0,PTEXT
71,56,0,0,PTEXT
71,56,0,0,PTEXT
70,56,0,0,PTEXT
69,56,0,0,PTEXT
33,56,0,0,PTEXT
11,59,0,0,QUOTED
1,59,0,0,QUOTED
74,59,0,0,QUOTED
70,61,0,0,PTEXT
19,61,0,0,PTEXT
3,62,0,0,PTEXT
205,13,0,0,NNHEAD
42,13,0,0,NNHEAD
177,13,0,0,NNHEAD
43,13,0,0,NNHEAD
39,13,0,0,NNHEAD
40,13,0,0,NNHEAD
37,13,0,0,NNHEAD
51,13,0,0,NNHEAD
9,13,0,0,NNHEAD
29,13,0,0,NNHEAD
61,13,0,0,NNHEAD
32,13,0,0,NNHEAD
37,13,0,0,NNHEAD
68,14,0,0,QUOTED
72,18,0,0,QUOTED
65,18,0,0,QUOTED
46,18,0,0,QUOTED
2,18,0,0,QUOTED
74,21,0,0,PTEXT
73,21,0,0,PTEXT
22,21,0,0,PTEXT
65,29,0,0,PTEXT
50,29,26,0,PTEXT
41,29,24,0,PTEXT
59,29,24,0,PTEXT
67,29,24,0,PTEXT
46,29,24,0,PTEXT
66,29,24,0,PTEXT
59,29,24,0,PTEXT
66,33,0,0,PTEXT
39,33,26,0,PTEXT
73,33,24,0,PTEXT
67,33,24,0,PTEXT
69,36,0,0,PTEXT
72,36,24,0,PTEXT
74,36,27,0,PTEXT
70,39,0,0,PTEXT
54,39,27,0,PTEXT
43,39,24,0,PTEXT
61,41,0,0,PTEXT
46,41,24,0,PTEXT
42,44,0,0,PTEXT
61,44,24,0,PTEXT
6,44,0,0,PTEXT
60,46,0,0,PTEXT
47,46,24,0,PTEXT
118,13,0,0,NNHEAD
42,13,0,0,NNHEAD
90,13,0,0,NNHEAD
44,13,0,0,NNHEAD
39,13,0,0,NNHEAD
34,13,0,0,NNHEAD
30,13,0,0,NNHEAD
43,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
75,15,0,0,PTEXT
39,15,0,0,PTEXT
72,17,0,0,PTEXT
6,17,0,0,PTEXT
75,20,0,0,PTEXT
65,20,0,0,PTEXT
69,20,0,0,PTEXT
74,28,0,0,PTEXT
76,28,0,0,PTEXT
75,28,0,0,PTEXT
76,28,0,0,PTEXT
26,28,0,0,PTEXT
70,28,0,0,PTEXT
76,28,0,0,PTEXT
48,28,0,0,PTEXT
24,34,0,0,QUOTED
44,34,0,0,QUOTED
74,34,0,0,QUOTED
70,34,0,0,QUOTED
67,34,0,0,QUOTED
40,34,0,0,QUOTED
9,36,0,0,PTEXT
19,36,0,0,PTEXT
118,13,0,0,NNHEAD
42,13,0,0,NNHEAD
90,13,0,0,NNHEAD
45,13,0,0,NNHEAD
39,13,0,0,NNHEAD
27,13,0,0,NNHEAD
30,13,0,0,NNHEAD
50,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
65,19,0,0,QUOTED
1,19,0,0,QUOTED
70,19,0,0,QUOTED
70,19,0,0,QUOTED
74,19,0,0,QUOTED
59,19,0,0,QUOTED
60,31,0,1,PTEXT
56,31,0,1,PTEXT
61,31,0,1,PTEXT
60,31,0,1,PTEXT
63,31,0,1,PTEXT
30,31,0,1,PTEXT
63,31,0,1,PTEXT
60,31,0,1,PTEXT
62,31,0,1,PTEXT
65,31,0,1,PTEXT
64,31,0,1,PTEXT
7,31,0,1,PTEXT
74,35,0,0,QUOTED
75,35,0,0,QUOTED
70,35,0,0,QUOTED
74,35,0,0,QUOTED
64,39,0,1,PTEXT
63,39,0,1,PTEXT
62,39,0,1,PTEXT
40,39,0,1,PTEXT
73,43,0,0,QUOTED
66,43,0,0,QUOTED
75,43,0,0,QUOTED
35,43,0,0,QUOTED
67,48,0,1,PTEXT
61,48,0,1,PTEXT
60,48,0,1,PTEXT
65,48,0,1,PTEXT
49,48,0,1,PTEXT
71,52,0,0,QUOTED
72,52,0,0,QUOTED
74,52,0,0,QUOTED
55,52,0,0,QUOTED
63,56,0,1,PTEXT
61,56,0,1,PTEXT
57,56,0,1,PTEXT
33,56,0,1,PTEXT
3,9,0,0,SIG
78,9,0,0,SIG
71,9,2,0,SIG
75,9,2,0,SIG
67,9,2,0,SIG
54,9,2,0,SIG
70,9,22,0,SIG
76,9,29,0,SIG
78,9,0,0,SIG
196,13,0,0,NNHEAD
42,13,0,0,NNHEAD
168,13,0,0,NNHEAD
52,13,0,0,NNHEAD
39,13,0,0,NNHEAD
54,13,0,0,NNHEAD
30,13,0,0,NNHEAD
71,13,0,0,NNHEAD
9,13,0,0,NNHEAD
74,13,0,0,NNHEAD
42,13,0,0,NNHEAD
105,13,0,0,NNHEAD
39,13,0,0,NNHEAD
76,23,0,0,QUOTED
49,23,0,0,QUOTED
68,23,0,0,QUOTED
4,23,0,0,QUOTED
1,23,0,0,QUOTED
73,23,0,0,QUOTED
74,23,0,0,QUOTED
75,23,0,0,QUOTED
75,23,0,0,QUOTED
35,23,0,0,QUOTED
67,29,0,0,PTEXT
64,29,0,0,PTEXT
63,29,0,0,PTEXT
64,29,0,0,PTEXT
68,29,0,0,PTEXT
38,29,0,0,PTEXT
70,31,0,0,PTEXT
63,31,0,0,PTEXT
41,35,0,0,QUOTED
69,35,0,0,QUOTED
73,35,0,0,QUOTED
72,35,0,0,QUOTED
67,40,0,0,PTEXT
68,40,0,0,PTEXT
67,40,0,0,PTEXT
65,40,0,0,PTEXT
43,40,0,0,PTEXT
67,47,0,0,PTEXT
71,47,0,0,PTEXT
69,47,0,0,PTEXT
69,47,0,0,PTEXT
69,47,0,0,PTEXT
67,47,0,0,PTEXT
58,47,0,0,PTEXT
8,48,0,0,PTEXT
3,55,0,0,SIG
79,55,0,0,SIG
79,55,0,0,SIG
69,55,0,0,SIG
58,55,0,0,SIG
58,55,0,0,SIG
79,55,0,0,SIG
175,13,0,0,NNHEAD
42,13,0,0,NNHEAD
147,13,0,0,NNHEAD
52,13,0,0,NNHEAD
39,13,0,0,NNHEAD
34,13,0,0,NNHEAD
30,13,0,0,NNHEAD
43,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
53,13,0,0,NNHEAD
32,13,0,0,NNHEAD
78,20,0,0,QUOTED
76,20,0,0,QUOTED
40,20,0,0,QUOTED
1,20,0,0,QUOTED
73,20,0,0,QUOTED
7,20,0,0,QUOTED
1,20,0,0,QUOTED
64,34,0,1,PTEXT
64,34,0,0,PTEXT
75,34,0,0,PTEXT
72,34,0,0,PTEXT
74,34,0,0,PTEXT
75,34,0,0,PTEXT
76,34,0,0,PTEXT
75,34,0,0,PTEXT
75,34,0,0,PTEXT
73,34,0,0,PTEXT
71,34,0,0,PTEXT
70,34,0,0,PTEXT
76,34,0,0,PTEXT
29,34,0,0,PTEXT
1,40,0,0,QUOTED
75,40,0,0,QUOTED
77,40,0,0,QUOTED
76,40,0,0,QUOTED
77,40,0,0,QUOTED
27,40,0,0,QUOTED
63,51,0,1,PTEXT
70,51,0,0,PTEXT
69,51,0,0,PTEXT
71,51,0,0,PTEXT
67,51,0,0,PTEXT
66,51,0,0,PTEXT
68,51,0,0,PTEXT
74,51,0,0,PTEXT
67,51,0,0,PTEXT
72,51,0,0,PTEXT
9,51,0,0,PTEXT
9,52,0,1,PTEXT
3,56,0,0,SIG
16,56,0,0,SIG
57,56,0,0,SIG
58,56,0,0,SIG
71,60,0,0,PTEXT
67,60,0,0,PTEXT
18,60,0,0,PTEXT
35,60,16,0,PTEXT
87,16,0,0,NNHEAD
87,16,0,0,NNHEAD
40,16,0,0,NNHEAD
43,16,0,0,NNHEAD
87,16,0,0,NNHEAD
87,16,0,0,NNHEAD
12,16,0,0,NNHEAD
47,16,0,0,NNHEAD
39,16,0,0,NNHEAD
38,16,0,0,NNHEAD
37,16,0,0,NNHEAD
51,16,0,0,NNHEAD
10,16,0,0,NNHEAD
29,16,0,0,NNHEAD
64,16,0,0,NNHEAD
40,16,0,0,NNHEAD
71,19,3,0,PTEXT
73,19,0,0,PTEXT
45,19,0,0,PTEXT
27,1,0,0,HEADL
46,2,0,0,ITEM
74,6,0,0,PTEXT
65,6,0,0,PTEXT
70,6,0,0,PTEXT
5,6,0,0,PTEXT
73,10,0,0,PTEXT
72,10,0,0,PTEXT
74,10,0,0,PTEXT
44,10,0,0,PTEXT
73,12,0,0,PTEXT
40,12,0,0,PTEXT
33,13,0,0,ITEM
69,20,0,0,PTEXT
69,20,0,0,PTEXT
71,20,0,0,PTEXT
73,20,0,0,PTEXT
68,20,0,0,PTEXT
70,20,0,0,PTEXT
40,20,0,0,PTEXT
61,23,0,0,PTEXT
66,23,0,0,PTEXT
30,23,0,0,PTEXT
39,24,0,0,HEADL
69,26,0,0,PTEXT
39,26,0,0,PTEXT
68,28,0,0,PTEXT
18,28,0,0,PTEXT
74,31,0,0,PTEXT
74,31,0,0,PTEXT
38,31,0,0,PTEXT
73,38,0,0,PTEXT
71,38,0,0,PTEXT
66,38,0,0,PTEXT
73,38,0,0,PTEXT
73,38,0,0,PTEXT
74,38,0,0,PTEXT
70,38,0,0,PTEXT
74,40,0,0,PTEXT
71,40,0,0,PTEXT
32,41,0,0,HEADL
73,49,0,0,PTEXT
70,49,0,0,PTEXT
68,49,0,0,PTEXT
71,49,0,0,PTEXT
74,49,0,0,PTEXT
71,49,0,0,PTEXT
73,49,0,0,PTEXT
10,49,0,0,PTEXT
19,50,0,0,HEADL
68,54,0,0,PTEXT
69,54,0,0,PTEXT
69,54,0,0,PTEXT
39,54,0,0,PTEXT
73,59,0,0,PTEXT
62,59,0,0,PTEXT
71,59,0,0,PTEXT
74,59,0,0,PTEXT
20,59,0,0,PTEXT
72,61,0,0,PTEXT
57,61,0,0,PTEXT
73,66,0,0,PTEXT
64,66,0,0,PTEXT
70,66,0,0,PTEXT
69,66,0,0,PTEXT
46,66,0,0,PTEXT
72,72,0,0,PTEXT
67,72,0,0,PTEXT
70,72,0,0,PTEXT
74,72,0,0,PTEXT
73,72,0,0,PTEXT
56,72,0,0,PTEXT
3,73,0,0,SIG
174,12,0,0,NNHEAD
43,12,0,0,NNHEAD
146,12,0,0,NNHEAD
47,12,0,0,NNHEAD
39,12,0,0,NNHEAD
37,12,0,0,NNHEAD
37,12,0,0,NNHEAD
51,12,0,0,NNHEAD
9,12,0,0,NNHEAD
29,12,0,0,NNHEAD
64,12,0,0,NNHEAD
40,12,0,0,NNHEAD
74,14,3,0,PTEXT
40,14,0,0,PTEXT
67,18,3,0,PTEXT
73,18,0,0,PTEXT
66,18,0,0,PTEXT
48,18,0,0,PTEXT
72,24,3,0,PTEXT
72,24,0,0,PTEXT
73,24,0,0,PTEXT
70,24,0,0,PTEXT
72,24,0,0,PTEXT
68,24,0,0,PTEXT
73,27,3,0,PTEXT
68,27,0,0,PTEXT
43,27,0,0,PTEXT
74,31,3,0,PTEXT
72,31,0,0,PTEXT
73,31,0,0,PTEXT
25,31,0,0,PTEXT
70,37,4,0,PTEXT
70,37,0,0,PTEXT
64,37,0,0,PTEXT
62,37,0,0,PTEXT
68,37,0,0,PTEXT
56,37,0,0,PTEXT
3,38,0,0,SIG
204,13,0,0,NNHEAD
43,13,0,0,NNHEAD
65,13,0,0,NNHEAD
176,13,0,0,NNHEAD
42,13,0,0,NNHEAD
45,13,0,0,NNHEAD
50,13,0,0,NNHEAD
31,13,0,0,NNHEAD
49,13,0,0,NNHEAD
29,13,0,0,NNHEAD
25,13,0,0,NNHEAD
9,13,0,0,NNHEAD
86,13,0,0,NNHEAD
67,14,8,0,HEADL
79,32,7,0,TABLE
79,32,7,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,0,0,TABLE
79,32,2,0,TABLE
56,44,0,0,ITEM
67,44,0,0,ITEM
74,44,3,0,ITEM
75,44,3,0,ITEM
75,44,0,0,ITEM
45,44,3,0,ITEM
78,44,0,0,ITEM
75,44,3,0,ITEM
76,44,0,0,ITEM
72,44,3,0,ITEM
73,44,3,0,ITEM
17,44,3,0,ITEM
48,45,0,0,PTEXT
147,14,0,0,NNHEAD
43,14,0,0,NNHEAD
119,14,0,0,NNHEAD
50,14,0,0,NNHEAD
39,14,0,0,NNHEAD
41,14,0,0,NNHEAD
32,14,0,0,NNHEAD
48,14,0,0,NNHEAD
9,14,0,0,NNHEAD
36,14,0,0,NNHEAD
47,14,0,0,NNHEAD
64,14,0,0,NNHEAD
36,14,0,0,NNHEAD
41,14,0,0,NNHEAD
64,20,0,0,QUOTED
48,20,0,0,QUOTED
68,20,0,0,QUOTED
74,20,0,0,QUOTED
67,20,0,0,QUOTED
49,20,0,0,QUOTED
70,23,0,0,PTEXT
70,23,0,0,PTEXT
50,23,0,0,PTEXT
65,25,0,0,PTEXT
71,25,0,0,PTEXT
73,31,0,0,QUOTED
73,31,0,0,QUOTED
74,31,0,0,QUOTED
71,31,0,0,QUOTED
73,31,0,0,QUOTED
69,31,0,0,QUOTED
70,35,0,0,PTEXT
73,35,0,0,PTEXT
66,35,0,0,PTEXT
32,35,0,0,PTEXT
69,43,0,0,PTEXT
70,43,0,0,PTEXT
73,43,0,0,PTEXT
75,43,0,0,PTEXT
70,43,0,0,PTEXT
74,43,0,0,PTEXT
67,43,0,0,PTEXT
57,43,0,0,PTEXT
71,49,0,0,QUOTED
71,49,0,0,QUOTED
65,49,0,0,QUOTED
63,49,0,0,QUOTED
69,49,0,0,QUOTED
57,49,0,0,QUOTED
72,55,0,0,PTEXT
66,55,0,0,PTEXT
69,55,0,0,PTEXT
67,55,0,0,PTEXT
67,55,0,0,PTEXT
65,55,0,0,PTEXT
3,56,0,0,SIG
64,58,0,0,PTEXT
20,58,0,0,PTEXT
166,13,0,0,NNHEAD
43,13,0,0,NNHEAD
138,13,0,0,NNHEAD
37,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
49,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
95,13,0,0,NNHEAD
32,13,0,0,NNHEAD
42,15,0,0,QUOTED
73,15,0,0,QUOTED
74,16,0,0,QUOTED
70,24,0,0,QUOTED
70,24,0,0,QUOTED
68,24,0,0,QUOTED
66,24,0,0,QUOTED
70,24,0,0,QUOTED
70,24,0,0,QUOTED
70,24,0,0,QUOTED
57,24,0,0,QUOTED
71,28,0,0,QUOTED
69,28,0,0,QUOTED
71,28,0,0,QUOTED
62,28,0,0,QUOTED
69,38,0,0,PTEXT
68,38,0,0,PTEXT
68,38,0,0,PTEXT
70,38,0,0,PTEXT
69,38,0,0,PTEXT
68,38,0,0,PTEXT
71,38,0,0,PTEXT
72,38,0,0,PTEXT
74,38,0,0,PTEXT
70,38,0,0,PTEXT
3,42,0,0,SIG
49,42,9,0,SIG
49,42,9,0,SIG
49,42,9,0,SIG
135,13,0,0,NNHEAD
43,13,0,0,NNHEAD
107,13,0,0,NNHEAD
54,13,0,0,NNHEAD
39,13,0,0,NNHEAD
26,13,0,0,NNHEAD
30,13,0,0,NNHEAD
83,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
47,13,0,0,NNHEAD
32,13,0,0,NNHEAD
57,14,0,0,QUOTED
69,17,0,0,QUOTED
70,17,0,0,QUOTED
46,17,0,0,QUOTED
72,19,0,0,PTEXT
39,19,0,0,PTEXT
70,24,0,0,PTEXT
74,24,0,0,PTEXT
76,24,0,0,PTEXT
72,24,0,0,PTEXT
33,24,0,0,PTEXT
73,36,0,0,PTEXT
76,36,0,0,PTEXT
75,36,0,0,PTEXT
74,36,0,0,PTEXT
71,36,0,0,PTEXT
75,36,0,0,PTEXT
74,36,0,0,PTEXT
75,36,0,0,PTEXT
74,36,0,0,PTEXT
74,36,0,0,PTEXT
73,36,0,0,PTEXT
19,36,0,0,PTEXT
75,44,0,0,PTEXT
73,44,0,0,PTEXT
67,44,0,0,PTEXT
75,44,0,0,PTEXT
74,44,0,0,PTEXT
74,44,0,0,PTEXT
72,44,0,0,PTEXT
75,44,0,0,PTEXT
76,47,0,0,PTEXT
76,47,0,0,PTEXT
37,47,0,0,PTEXT
12,49,0,0,PTEXT
27,49,0,0,PTEXT
37,50,0,0,PTEXT
155,13,0,0,NNHEAD
43,13,0,0,NNHEAD
127,13,0,0,NNHEAD
24,13,0,0,NNHEAD
39,13,0,0,NNHEAD
40,13,0,0,NNHEAD
30,13,0,0,NNHEAD
29,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
103,13,0,0,NNHEAD
32,13,0,0,NNHEAD
46,17,0,0,QUOTED
74,17,0,0,QUOTED
67,17,0,0,QUOTED
48,17,0,0,QUOTED
3,18,0,0,PTEXT
76,22,0,0,PTEXT
78,22,0,0,PTEXT
77,22,0,0,PTEXT
49,22,0,0,PTEXT
3,23,0,0,SIG
218,13,0,0,NNHEAD
43,13,0,0,NNHEAD
190,13,0,0,NNHEAD
50,13,0,0,NNHEAD
39,13,0,0,NNHEAD
27,13,0,0,NNHEAD
30,13,0,0,NNHEAD
38,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
53,13,0,0,NNHEAD
32,13,0,0,NNHEAD
79,25,0,0,QUOTED
66,25,0,0,QUOTED
1,25,0,0,QUOTED
75,25,0,0,QUOTED
76,25,0,0,QUOTED
71,25,0,0,QUOTED
75,25,0,0,QUOTED
1,25,0,0,QUOTED
65,25,0,0,QUOTED
64,25,0,0,QUOTED
63,25,0,0,QUOTED
41,25,0,0,QUOTED
72,29,0,0,PTEXT
78,29,0,0,PTEXT
71,29,0,0,PTEXT
31,29,0,0,PTEXT
65,32,0,0,PTEXT
70,32,0,0,PTEXT
50,32,0,0,PTEXT
77,45,0,0,PTEXT
72,45,0,0,PTEXT
68,45,0,0,PTEXT
70,45,0,0,PTEXT
72,45,0,0,PTEXT
74,45,0,0,PTEXT
74,45,0,0,PTEXT
72,45,0,0,PTEXT
77,45,0,0,PTEXT
67,45,0,0,PTEXT
74,45,0,0,PTEXT
66,45,0,0,PTEXT
61,45,0,0,PTEXT
73,2,0,0,PTEXT
40,2,0,0,PTEXT
74,6,0,0,QUOTED
67,6,0,0,QUOTED
76,6,0,0,QUOTED
37,6,0,0,QUOTED
68,8,0,0,QUOTED
62,8,0,0,QUOTED
61,18,0,0,PTEXT
73,18,0,0,PTEXT
75,18,0,0,PTEXT
76,18,0,0,PTEXT
70,18,0,0,PTEXT
66,18,0,0,PTEXT
74,18,0,0,PTEXT
71,18,0,0,PTEXT
73,18,0,0,PTEXT
12,18,0,0,PTEXT
61,21,0,0,QUOTED
66,21,0,0,QUOTED
50,21,0,0,QUOTED
63,22,0,0,PTEXT
1,29,0,0,QUOTED
72,29,0,0,QUOTED
73,29,0,0,QUOTED
75,29,0,0,QUOTED
56,29,0,0,QUOTED
1,29,0,0,QUOTED
64,29,0,0,QUOTED
76,30,0,0,PTEXT
58,32,0,0,QUOTED
34,32,0,0,QUOTED
74,34,0,0,PTEXT
42,34,0,0,PTEXT
8,36,0,0,PTEXT
9,36,0,0,PTEXT
3,41,0,0,SIG
78,41,0,0,SIG
41,41,0,0,SIG
69,41,0,0,SIG
74,41,0,0,SIG
213,13,0,0,NNHEAD
43,13,0,0,NNHEAD
185,13,0,0,NNHEAD
39,13,0,0,NNHEAD
39,13,0,0,NNHEAD
32,13,0,0,NNHEAD
30,13,0,0,NNHEAD
77,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
70,14,0,0,PTEXT
35,18,0,0,QUOTED
76,18,0,0,QUOTED
76,18,0,0,QUOTED
60,18,0,0,QUOTED
71,27,0,0,PTEXT
65,27,0,0,PTEXT
73,27,0,0,PTEXT
71,27,0,0,PTEXT
72,27,0,0,PTEXT
70,27,0,0,PTEXT
74,27,0,0,PTEXT
71,27,0,0,PTEXT
77,27,0,0,PTEXT
79,30,0,0,QUOTED
80,30,0,0,QUOTED
70,30,0,0,QUOTED
73,39,0,0,PTEXT
71,39,0,0,PTEXT
70,39,0,0,PTEXT
73,39,0,0,PTEXT
69,39,0,0,PTEXT
74,39,0,0,PTEXT
67,39,0,0,PTEXT
72,39,0,0,PTEXT
63,39,0,0,PTEXT
72,41,0,0,QUOTED
57,41,0,0,QUOTED
71,43,0,0,PTEXT
68,43,0,0,PTEXT
75,56,0,0,PTEXT
66,56,0,0,PTEXT
72,56,0,0,PTEXT
69,56,0,0,PTEXT
73,56,0,0,PTEXT
67,56,0,0,PTEXT
74,56,0,0,PTEXT
74,56,0,0,PTEXT
74,56,0,0,PTEXT
74,56,0,0,PTEXT
72,56,0,0,PTEXT
70,56,0,0,PTEXT
8,56,0,0,PTEXT
74,60,0,0,PTEXT
73,60,0,0,PTEXT
73,60,0,0,PTEXT
51,60,0,0,PTEXT
2,5,0,0,SIG
77,5,0,0,SIG
77,5,0,0,SIG
78,5,0,0,SIG
77,5,0,0,SIG
185,13,0,0,NNHEAD
43,13,0,0,NNHEAD
157,13,0,0,NNHEAD
41,13,0,0,NNHEAD
39,13,0,0,NNHEAD
47,13,0,0,NNHEAD
30,13,0,0,NNHEAD
60,13,0,0,NNHEAD
9,13,0,0,NNHEAD
23,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
32,13,0,0,NNHEAD
64,19,0,0,QUOTED
70,19,0,0,QUOTED
73,19,0,0,QUOTED
74,19,0,0,QUOTED
74,19,0,0,QUOTED
10,19,0,0,QUOTED
68,22,0,0,PTEXT
69,22,0,0,PTEXT
24,22,0,0,PTEXT
19,32,4,0,TABLE
19,32,4,0,TABLE
19,32,4,0,TABLE
39,32,4,0,TABLE
42,32,4,0,TABLE
20,32,4,0,TABLE
64,32,4,0,TABLE
48,32,4,0,TABLE
6,32,0,3,TABLE
6,32,0,3,TABLE
68,34,0,0,PTEXT
67,34,0,0,PTEXT
68,39,0,0,PTEXT
70,39,0,0,PTEXT
68,39,0,0,PTEXT
70,39,0,0,PTEXT
64,39,0,0,PTEXT
69,44,0,0,PTEXT
67,44,0,0,PTEXT
69,44,0,0,PTEXT
69,44,0,0,PTEXT
16,44,0,0,PTEXT
3,49,0,0,SIG
33,49,0,0,SIG
43,49,0,0,SIG
53,49,0,2,SIG
68,49,1,0,SIG
185,12,0,0,NNHEAD
43,12,0,0,NNHEAD
157,12,0,0,NNHEAD
41,12,0,0,NNHEAD
39,12,0,0,NNHEAD
31,12,0,0,NNHEAD
30,12,0,0,NNHEAD
60,12,0,0,NNHEAD
9,12,0,0,NNHEAD
23,12,0,0,NNHEAD
32,12,0,0,NNHEAD
32,12,0,0,NNHEAD
65,17,0,0,PTEXT
66,17,0,0,PTEXT
61,17,0,0,PTEXT
66,17,0,0,PTEXT
52,17,0,0,PTEXT
64,21,0,0,PTEXT
64,21,0,0,PTEXT
65,21,0,0,PTEXT
33,21,0,0,PTEXT
66,26,2,0,ITEM
61,26,0,1,ITEM
61,26,0,1,ITEM
61,26,0,1,ITEM
37,26,0,1,ITEM
69,33,2,0,ITEM
58,33,0,1,ITEM
59,33,0,1,ITEM
61,33,0,1,ITEM
61,33,0,1,ITEM
59,33,0,1,ITEM
27,33,0,1,ITEM
65,36,2,0,ITEM
60,36,0,1,ITEM
37,36,0,1,ITEM
71,43,0,0,PTEXT
72,43,0,0,PTEXT
70,43,0,0,PTEXT
71,43,0,0,PTEXT
69,43,0,0,PTEXT
71,43,0,0,PTEXT
15,43,0,0,PTEXT
71,53,0,0,PTEXT
71,53,0,0,PTEXT
66,53,0,0,PTEXT
70,53,0,0,PTEXT
71,53,0,0,PTEXT
67,53,0,0,PTEXT
70,53,0,0,PTEXT
68,53,0,0,PTEXT
66,53,0,0,PTEXT
6,53,0,0,PTEXT
71,63,0,0,PTEXT
70,63,0,0,PTEXT
70,63,0,0,PTEXT
69,63,0,0,PTEXT
69,63,0,0,PTEXT
69,63,0,0,PTEXT
71,63,0,0,PTEXT
70,63,0,0,PTEXT
71,63,0,0,PTEXT
41,63,0,0,PTEXT
70,75,0,0,PTEXT
71,75,0,0,PTEXT
67,75,0,0,PTEXT
63,75,0,0,PTEXT
67,75,0,0,PTEXT
71,75,0,0,PTEXT
68,75,0,0,PTEXT
69,75,0,0,PTEXT
70,75,0,0,PTEXT
70,75,0,0,PTEXT
67,75,0,0,PTEXT
22,75,0,0,PTEXT
72,78,0,0,PTEXT
70,78,0,0,PTEXT
11,78,0,0,PTEXT
3,83,0,0,SIG
33,83,0,0,SIG
43,83,0,0,SIG
53,83,0,2,SIG
68,83,1,0,SIG
191,13,0,0,NNHEAD
43,13,0,0,NNHEAD
163,13,0,0,NNHEAD
39,13,0,0,NNHEAD
39,13,0,0,NNHEAD
